"id","pref","why","browser","os","datestart","totaltime","mheight","mwidth","plottype","dataset","response","pagetime","clicks","qid","blockid"
"R_dha3yxnSNHMTiza","4","I had trouble reading the labels on all three charts. There was too much data presented for the size of the charts.","Firefox","rv:6.0","2012-04-26 18:09:33","14.35","900","1440","hammock","C","2_1_4_3","140.37","7",2,3
"R_9zbF9pVnDgKLogc","3","Almost tied with bar chart; Circle graph was super hard to read, very confusing","Chrome","WOW64","2012-04-26 18:12:36","12.3","768","1366","circos","C","3_2_4_1","199.63","10",2,1
"R_1Umw95YI8cv3DRG","1","","Safari","Intel Mac OS X 10_7_3","2012-04-26 18:26:29","9.52","768","1366","circos","C","2_3_1_4","27.18","17",2,6
"R_bsx1sOloTtKtSJu","3","The relations were clearer, the color contrast was better. ","Chrome","Intel Mac OS X 10_6_8","2012-04-26 18:50:58","15.45","800","1280","bar","C","2_1_4_3","330.84","5",2,4
"R_6FmRiHnhkQsTeMk","1","I knew what was going on...","Chrome","WOW64","2012-04-26 19:41:49","9.9","900","1440","circos","C","2_1_3_4","150.66","6",2,1
"R_42C16OPPjnYm8CM","1","it was hard to figure out the circle graph. I had never seen one before. The hammock plot was hard because when the lines were at an angle they looked smaller.","Chrome","WOW64","2012-04-26 19:29:12","31.77","768","1366","bar","C","2_1_4_3","476.02","8",2,2
"R_6m2qpZPOKpdyD9a","3","Don't understand circle graphs. Hammock plot can simultaneously look at proportions and counts which is cool","Safari","Intel Mac OS X 10_7_3","2012-04-26 19:53:10","8.27","800","1280","bar","C","No Response","178.68","17",2,4
"R_5sYZSfjLDJir2kI","1","the width of lines in circle graph and hammock plot has meaning but it is hard to tell the difference of the width.","Firefox","WOW64","2012-04-26 19:54:14","25.43","900","1600","circos","C","2_1_4_3","478.6","12",2,6
"R_01a6HI55lPgLUd6","1","I could understand what was being displayed and read the labels and values","Firefox","WOW64","2012-04-26 20:38:22","11.63","900","1600","bar","C","No Response","43.23","1",2,2
"R_9QDU9nFW3MfKHoU","3","very visual.  little text to try to parse","Safari","Intel Mac OS X 10_7_3","2012-04-26 20:40:45","14.78","768","1366","bar","C","No Response","395.73","4",2,4
"R_1H707scKVBKDbuY","1","easy to read few data","Chrome","Intel Mac OS X 10_6_8","2012-04-26 20:47:27","17.25","800","1280","hammock","C","2_1_4_3","270.34","6",2,5
"R_3qItOVB1m3rRIHO","3","This had the fewest response categories","Chrome","Linux x86_64","2012-04-26 20:50:45","20.07","800","1280","circos","C","2_1_4_3","325.44","5",2,1
"R_a5XRod8QdXHdgiM","2","Because the numbers where clearer. The other two graphs seems to need extensive estimation to answer the questions and it was much hard to to answer the questions because of that.","Safari","Intel Mac OS X 10_6_8","2012-04-26 21:07:14","14.73","1050","1680","hammock","C","2_1_3_4","154.56","6",2,3
"R_bP1eWMUqcLIi1rm","1","It made the comparisons easier to find and actually compare.  The circle graph I couldn't read the labels - I wouldn't trust any of my answers for that one and the hammock plot there was just too much going on and too much overlap to easily try to compare multiple items.","Chrome","Intel Mac OS X 10_6_8","2012-04-26 21:31:10","10.48","800","1280","circos","C","No Response","65.17","1",2,6
"R_3ZQvAmasceYQPQM","3","The circle graph was too small to be readable, was missing labels (receivers and transmitters?), had multiple connections between the same two segments of the circle, and the end points of the connections were too far apart to easily compare visually.  I found it difficult to compare some of the data across the stacked bars. I found it easiest to answer the posed questions using the hammock plot, but there was much fewer data points presented in that plot, so it may not scale up to the same amount of data as was presented in the other two charts.","Chrome","Linux x86_64","2012-04-26 23:06:08","17.27","1200","1600","bar","C","2_1_4_3","297.11","7",2,4
"R_bvGXdKWl3ICupP6","1","The difficulty of each was strongly influenced by the number of parameters being evaluated. There were relatively few things to observe on the bar graphs compared to the other charts. If the number of relations being presented were equal on all of them, I think the bar graphs would be nearly impossible to understand. However, other minor details hindered this study. The lettering on the hammock plot would have been more intuitive if it had been alphabetical, left to right. Also, some questions required very careful reading in order to understand exactly what was being requested. Even then, I'm still not sure I interpreted what you wanted for the last circle graph question correctly.","Chrome","WOW64","2012-04-26 22:52:27","43.7","900","1600","circos","C","4_1_2_3","723.89","15",2,6
"R_6Sw1XuYKHVRsEWU","1","The others were way too busy to properly read.",NA,NA,"2012-04-27 00:50:39","17.63",NA,NA,"hammock","C","2_3_4_1","251.76","10",2,5
"R_4I64gDQSHH8ojze","1","The other charts were too small to read and of a type I was not familiar with. The tutorial at the beginning was not explanatory enough in how to read them. ","Chrome","WOW64","2012-04-27 01:49:23","4.65","1200","1920","circos","C","No Response","23.35","2",2,6
"R_6Gnw4mQ6x4AVWII","1","","Firefox","WOW64","2012-04-27 07:52:32","17.68","768","1366","bar","C","2_1_4_3","287.48","9",2,4
"R_3Kmgffq9P84Hqi8","1","I could understand what was going on.  The others had too much to process.",NA,NA,"2012-04-27 09:14:28","9.7",NA,NA,"hammock","C","2_1_3_4","250.54","8",2,5
"R_8HaXTyDqjDiLelu","3","The circle graph and bar chart were very difficult to interpret.  So much going on!","Chrome","WOW64","2012-04-27 09:16:41","10.75","900","1440","circos","C","No Response","19.67","1",2,1
"R_ekPM1Syz0w3SC9K","2","First, for the circle chart, you ask how many survivors there are, but don't explicitly state that ""yes"" means ""surviving"". Also, they images were too small. I had to download them and zoom in to read the numbers and see all the lines. There was no explanation given for the bar charts. Is the first row the total number of emittence events received by each receiver? That's how I interpreted it, but that's not the only way I could have. Also, when asking about the ""receiver category"", do you want us to look at the bottom plot? There was not enough explained about what we were looking at to acurately evaluate this plot.  For the Hammock plot, details of the smaller relationships are not able to be seen.","Firefox","WOW64","2012-04-26 17:43:03","16.37","1200","1600","hammock","C","2_1_4_3","128.38","7",2,3
"R_bQRG1H7frzNaEQs","2","All data were spatially close to each other due to multiple representations.","Chrome","WOW64","2012-04-27 09:59:46","18.65","768","1366","bar","C","2_1_4_3","126.2","8",2,2
"R_d0jsFdwwwPH4qm8","","","Firefox","Intel Mac OS X 10.6","2012-04-27 10:16:12","38.45","1024","1280","hammock","C","No Response","17.21","1",2,3
"R_bIrefWwgM8eoCOw","1","The questions were more straight-forward and more familiar to questions I have answered before","Chrome","Intel Mac OS X 10_7_3","2012-04-27 10:42:04","16.08","900","1440","hammock","C","2_1_4_3","192.53","6",2,5
"R_bQosMSXWXg07Ljm","1","It was hard to read the legends on the outside of the circle plots-- too much information","Firefox","Linux x86_64","2012-04-27 11:01:52","9.98","1080","1920","bar","C","2_1_4_3","204.37","7",2,4
"R_0O0VLA2fLGC5SAI","2","All of the info was in one place and not overlly spread out. the dark text also helped","Chrome","Intel Mac OS X 10_6_8","2012-04-26 20:37:53","17.25","800","1280","hammock","C","2_1_4_3","157.32","6",2,3
"R_eQgihX6yHZzRODi","1","Others were too complex. Not easy to interprest visually","Firefox","WOW64","2012-04-27 13:41:12","1.31","1024","1280","hammock","C","No Response","26.17","1",2,5
"R_6EF1Vcw5fLiuBAo","3","I really like the circle graph, but I couldn't get it big enough on my screen to see all the data. Also, the hammock plot dealt with a kind of data that was more familiar to me.","Firefox","WOW64","2012-04-27 16:20:34","16.13","800","1280","circos","C","No Response","144.01","4",2,1
"R_9st8AEs2Cmddkiw","1","They enable direct side-by-side comparison. The other two charts had angles and colors that seemed to be far harder to read.","Chrome","Intel Mac OS X 10_6_8","2012-04-27 16:32:26","16.12","900","1440","circos","C","3_1_4_2","332.82","6",2,6
"R_eWm6JNzYLa6yOP2","3","","Firefox","Ubuntu","2012-04-27 17:06:50","37.63","1050","1680","bar","C","2_1_4_3","186.44","11",2,4
"R_6tm0XdCBcbPY71G","3","Relationships were easiest to decipher.","Safari","Intel Mac OS X 10_6_8","2012-04-27 19:13:05","30.83","800","1280","bar","C","2_1_4_3","510.35","10",2,4
"R_7ONSkE1nz3KoRFO","1","More direct comparisons could be made with the bar chart.  The next best was the hammock plot.  I could not discern anything from the circle graph.","Chrome","WOW64","2012-04-26 17:34:45","38.62","900","1600","circos","C","3",NA,NA,3,6
"R_dha3yxnSNHMTiza","4","I had trouble reading the labels on all three charts. There was too much data presented for the size of the charts.","Firefox","rv:6.0","2012-04-26 18:09:33","14.35","900","1440","hammock","C","2","140.37","7",3,3
"R_9zbF9pVnDgKLogc","3","Almost tied with bar chart; Circle graph was super hard to read, very confusing","Chrome","WOW64","2012-04-26 18:12:36","12.3","768","1366","circos","C","2","199.63","10",3,1
"R_1Umw95YI8cv3DRG","1","","Safari","Intel Mac OS X 10_7_3","2012-04-26 18:26:29","9.52","768","1366","circos","C","3","27.18","17",3,6
"R_bsx1sOloTtKtSJu","3","The relations were clearer, the color contrast was better. ","Chrome","Intel Mac OS X 10_6_8","2012-04-26 18:50:58","15.45","800","1280","bar","C","3","330.84","5",3,4
"R_6FmRiHnhkQsTeMk","1","I knew what was going on...","Chrome","WOW64","2012-04-26 19:41:49","9.9","900","1440","circos","C","3","150.66","6",3,1
"R_42C16OPPjnYm8CM","1","it was hard to figure out the circle graph. I had never seen one before. The hammock plot was hard because when the lines were at an angle they looked smaller.","Chrome","WOW64","2012-04-26 19:29:12","31.77","768","1366","bar","C","2","476.02","8",3,2
"R_6m2qpZPOKpdyD9a","3","Don't understand circle graphs. Hammock plot can simultaneously look at proportions and counts which is cool","Safari","Intel Mac OS X 10_7_3","2012-04-26 19:53:10","8.27","800","1280","bar","C","2","178.68","17",3,4
"R_5sYZSfjLDJir2kI","1","the width of lines in circle graph and hammock plot has meaning but it is hard to tell the difference of the width.","Firefox","WOW64","2012-04-26 19:54:14","25.43","900","1600","circos","C","2","478.6","12",3,6
"R_01a6HI55lPgLUd6","1","I could understand what was being displayed and read the labels and values","Firefox","WOW64","2012-04-26 20:38:22","11.63","900","1600","bar","C","3","43.23","1",3,2
"R_9QDU9nFW3MfKHoU","3","very visual.  little text to try to parse","Safari","Intel Mac OS X 10_7_3","2012-04-26 20:40:45","14.78","768","1366","bar","C","4","395.73","4",3,4
"R_1H707scKVBKDbuY","1","easy to read few data","Chrome","Intel Mac OS X 10_6_8","2012-04-26 20:47:27","17.25","800","1280","hammock","C","3","270.34","6",3,5
"R_3qItOVB1m3rRIHO","3","This had the fewest response categories","Chrome","Linux x86_64","2012-04-26 20:50:45","20.07","800","1280","circos","C","2","325.44","5",3,1
"R_a5XRod8QdXHdgiM","2","Because the numbers where clearer. The other two graphs seems to need extensive estimation to answer the questions and it was much hard to to answer the questions because of that.","Safari","Intel Mac OS X 10_6_8","2012-04-26 21:07:14","14.73","1050","1680","hammock","C","3","154.56","6",3,3
"R_bP1eWMUqcLIi1rm","1","It made the comparisons easier to find and actually compare.  The circle graph I couldn't read the labels - I wouldn't trust any of my answers for that one and the hammock plot there was just too much going on and too much overlap to easily try to compare multiple items.","Chrome","Intel Mac OS X 10_6_8","2012-04-26 21:31:10","10.48","800","1280","circos","C","3","65.17","1",3,6
"R_3ZQvAmasceYQPQM","3","The circle graph was too small to be readable, was missing labels (receivers and transmitters?), had multiple connections between the same two segments of the circle, and the end points of the connections were too far apart to easily compare visually.  I found it difficult to compare some of the data across the stacked bars. I found it easiest to answer the posed questions using the hammock plot, but there was much fewer data points presented in that plot, so it may not scale up to the same amount of data as was presented in the other two charts.","Chrome","Linux x86_64","2012-04-26 23:06:08","17.27","1200","1600","bar","C","3","297.11","7",3,4
"R_bvGXdKWl3ICupP6","1","The difficulty of each was strongly influenced by the number of parameters being evaluated. There were relatively few things to observe on the bar graphs compared to the other charts. If the number of relations being presented were equal on all of them, I think the bar graphs would be nearly impossible to understand. However, other minor details hindered this study. The lettering on the hammock plot would have been more intuitive if it had been alphabetical, left to right. Also, some questions required very careful reading in order to understand exactly what was being requested. Even then, I'm still not sure I interpreted what you wanted for the last circle graph question correctly.","Chrome","WOW64","2012-04-26 22:52:27","43.7","900","1600","circos","C","3","723.89","15",3,6
"R_6Sw1XuYKHVRsEWU","1","The others were way too busy to properly read.",NA,NA,"2012-04-27 00:50:39","17.63",NA,NA,"hammock","C","3","251.76","10",3,5
"R_4I64gDQSHH8ojze","1","The other charts were too small to read and of a type I was not familiar with. The tutorial at the beginning was not explanatory enough in how to read them. ","Chrome","WOW64","2012-04-27 01:49:23","4.65","1200","1920","circos","C","3","23.35","2",3,6
"R_6Gnw4mQ6x4AVWII","1","","Firefox","WOW64","2012-04-27 07:52:32","17.68","768","1366","bar","C","3","287.48","9",3,4
"R_3Kmgffq9P84Hqi8","1","I could understand what was going on.  The others had too much to process.",NA,NA,"2012-04-27 09:14:28","9.7",NA,NA,"hammock","C","2","250.54","8",3,5
"R_8HaXTyDqjDiLelu","3","The circle graph and bar chart were very difficult to interpret.  So much going on!","Chrome","WOW64","2012-04-27 09:16:41","10.75","900","1440","circos","C","3","19.67","1",3,1
"R_ekPM1Syz0w3SC9K","2","First, for the circle chart, you ask how many survivors there are, but don't explicitly state that ""yes"" means ""surviving"". Also, they images were too small. I had to download them and zoom in to read the numbers and see all the lines. There was no explanation given for the bar charts. Is the first row the total number of emittence events received by each receiver? That's how I interpreted it, but that's not the only way I could have. Also, when asking about the ""receiver category"", do you want us to look at the bottom plot? There was not enough explained about what we were looking at to acurately evaluate this plot.  For the Hammock plot, details of the smaller relationships are not able to be seen.","Firefox","WOW64","2012-04-26 17:43:03","16.37","1200","1600","hammock","C","3","128.38","7",3,3
"R_bQRG1H7frzNaEQs","2","All data were spatially close to each other due to multiple representations.","Chrome","WOW64","2012-04-27 09:59:46","18.65","768","1366","bar","C","2","126.2","8",3,2
"R_d0jsFdwwwPH4qm8","","","Firefox","Intel Mac OS X 10.6","2012-04-27 10:16:12","38.45","1024","1280","hammock","C","3","17.21","1",3,3
"R_bIrefWwgM8eoCOw","1","The questions were more straight-forward and more familiar to questions I have answered before","Chrome","Intel Mac OS X 10_7_3","2012-04-27 10:42:04","16.08","900","1440","hammock","C","2","192.53","6",3,5
"R_bQosMSXWXg07Ljm","1","It was hard to read the legends on the outside of the circle plots-- too much information","Firefox","Linux x86_64","2012-04-27 11:01:52","9.98","1080","1920","bar","C","3","204.37","7",3,4
"R_0O0VLA2fLGC5SAI","2","All of the info was in one place and not overlly spread out. the dark text also helped","Chrome","Intel Mac OS X 10_6_8","2012-04-26 20:37:53","17.25","800","1280","hammock","C","2","157.32","6",3,3
"R_eQgihX6yHZzRODi","1","Others were too complex. Not easy to interprest visually","Firefox","WOW64","2012-04-27 13:41:12","1.31","1024","1280","hammock","C","3","26.17","1",3,5
"R_6EF1Vcw5fLiuBAo","3","I really like the circle graph, but I couldn't get it big enough on my screen to see all the data. Also, the hammock plot dealt with a kind of data that was more familiar to me.","Firefox","WOW64","2012-04-27 16:20:34","16.13","800","1280","circos","C","3","144.01","4",3,1
"R_9st8AEs2Cmddkiw","1","They enable direct side-by-side comparison. The other two charts had angles and colors that seemed to be far harder to read.","Chrome","Intel Mac OS X 10_6_8","2012-04-27 16:32:26","16.12","900","1440","circos","C","2","332.82","6",3,6
"R_eWm6JNzYLa6yOP2","3","","Firefox","Ubuntu","2012-04-27 17:06:50","37.63","1050","1680","bar","C","3","186.44","11",3,4
"R_6tm0XdCBcbPY71G","3","Relationships were easiest to decipher.","Safari","Intel Mac OS X 10_6_8","2012-04-27 19:13:05","30.83","800","1280","bar","C","3","510.35","10",3,4
